category,text,skills
Cloud Jobs,inserting information about the customers and accounts data from the source to a computerized databaseurgent hirings for data entry operator in all over mumbai maharastraa data entry back office executive e mail and chat process workcall hr tanvi 9599oo8872b knowledge of basic computerc knowledge of ms officed good typing speede day and night shift processf full and part time job,['data entrybackendnon voiceday shiftschatblendedback officekpo']
Cloud Jobs,inserting information about the customers and accounts data from the source to a computerized databaseurgent hirings for data entry operator in all over mumbai maharastraa data entry back office executive e mail and chat process workb knowledge of basic computerc knowledge of ms officed good typing speede day and night shift processf full and part time job,['back officebackendback office executiveoffice assistantoperationsnon voicecomputer operator']
Cloud Jobs,roles responsibilitiesdear candidatewe have an urgent opening for the position of cloud operation engineer linux ms azure for a leading multinational company for bangalore locationalso find the jd belowjob title cloud operation engineer linux ms azuresalary best in the industryexperience 3 to 6 yearslocation bangalorejob descriptionthe successful candidate will work to implement maintain and manage multiple cloud implementations for health and human services agencies around the globe as a key member of the diona managed services support team you will work closely with global services and product development groups and directly with clients to ensure the availability security and reliability of cloud deploymentsthe ideal candidate will have a strong understanding of microsoft azure compute storage and networking infrastructure and experience with cloud based linux applications on azureroles and responsibilities include environment monitoring as part of a team providing production support performing scheduled and unscheduled maintenance of cloud environments deploying patches to cloud applications and environments assisting clients with application management and deployment collaborating with diona global services product development and client teams to investigate and respond to incidents develop debug and enhance linux scripts developed in bash or shell evaluate recommend and implement from time to time the tools to implement best industry standards and processes configure customize and deploy diona mobility solutions on azure cloud serversexperience 3 years experience in it with cloud operations experience hands on experience with microsoft azure andor microsoft azure government cloud familiarity with the linux operating system and shellbash scripts strong understanding of cloud applications concepts and the storage compute and networking components of microsoft azure experience with at least one programming or scripting language is a must knowledge of nodejs and mongodb concepts considered an advantage good to have experience in supporting production environments working knowledge of ssl docker and cloud automated tools is preferredpersonal skills team player with willingness to take on standby duties and work shifts if required excellent analytical and problem solving skills in order to identify and respond to unexpected or disruptive events across the diona cloud infrastructure excellent interpersonal and communications skills both written and verbal clear concise and jargonfree willingness to learn new technologies,['cloud ops engineercloud support engineerbig data developercloud operation engineermicrosoft azurelinuxmongodbnodejsnode jsnodejsdockerssldevopsdevops engineer']
Cloud Jobs,job title oracle integration cloudlocation pune hydexperience 3 to 6key skills oracle integration cloud development oic icsalternate name job description mandatory skill oic icsalternate name oracle integration cloud development and development experience is mandatoryoracle integration cloud development soarest oic adapters experience of working with fbdi experience of working with soaprest web services of oracle erp cloudsecondary skillvisual builder cloud service vbcs process cloud service pcs oracle erp cloud data model ebs technical sqlplsql good understanding of any erp business process,['oracle integration cloudoracle integration cloud developmentoicicsoracle erp cloudvisual builder cloud service']
Cloud Jobs,job title sr mainframe migration to cloud architectlocation bangalore hyderabadexperience 15job description key responsibilities works as advisorconsultant to the customer on end to end journey to mainframe migration to cloudsolution architect complexlarge mainframe migrationtransformation to cloudestimation and building proposal for mainframe migration deals including infrastructure software isv batch operations application operation and modernizationassessment of onpremise infra landscape application rationalization and recommend strategy roadmap and structured plan for mainframe migration to clouddevelop complex end to end enterprise scale solutions for mainframe migration to clouddevelop and review technical architecture design and recommend mainframe best practicescustomer facing role to lead and participate in architectural discussions and design workshopsprovide solutions critical issues identified mainframe migration to clouddesign and develop innovative solutions optimization solutions and automation solutions for build engineer migrate and operate on cloudbuild ips accelerators frameworks for various stages mainframe migration and transformation to cloudrequired experience 15 years of total experience 80 mainframe 20 cloud mainframe administrator recent project should be on migrated on cloud5 years of experience in mainframe technologies with minimum 3 years as architectmainframe migration to cloud is a must azure cloud migration experience is preferredshould have exposureexperience building accelerators frameworks and ips for cloudexperience on assessment migrations andor cloud operations is requiredhands on experience in microfocus clarity heirloomindepth knowledge on mainframe emulatorsgood understating on transformational and optimization projects related to cloudadvance level certification on mainframe technologies is requiredcertification on either of leading public cloud eg azure gcp aws is requiredexcellent in communication skills with considerable exposure in client facing rolerequiredexcellent in communication skills with considerable exposure in client facing rolestrong knowledge of cloud related tools on automation and optimizations,['heirloommainframe emulatormainframe migrationmainframemicrofocusclaritycloud architect']
Cloud Jobs,job title sr mainframe migration to cloud architectlocation puneexperience 15job description key responsibilities works as advisorconsultant to the customer on end to end journey to mainframe migration to cloudsolution architect complexlarge mainframe migrationtransformation to cloudestimation and building proposal for mainframe migration deals including infrastructure software isv batch operations application operation and modernizationassessment of onpremise infra landscape application rationalization and recommend strategy roadmap and structured plan for mainframe migration to clouddevelop complex end to end enterprise scale solutions for mainframe migration to clouddevelop and review technical architecture design and recommend mainframe best practicescustomer facing role to lead and participate in architectural discussions and design workshopsprovide solutions critical issues identified mainframe migration to clouddesign and develop innovative solutions optimization solutions and automation solutions for build engineer migrate and operate on cloudbuild ips accelerators frameworks for various stages mainframe migration and transformation to cloudrequired experience 15 years of total experience 80 mainframe 20 cloud mainframe administrator recent project should be on migrated on cloud5 years of experience in mainframe technologies with minimum 3 years as architectmainframe migration to cloud is a must azure cloud migration experience is preferredshould have exposureexperience building accelerators frameworks and ips for cloudexperience on assessment migrations andor cloud operations is requiredhands on experience in microfocus clarity heirloomindepth knowledge on mainframe emulatorsgood understating on transformational and optimization projects related to cloudadvance level certification on mainframe technologies is requiredcertification on either of leading public cloud eg azure gcp aws is requiredexcellent in communication skills with considerable exposure in client facing rolerequiredexcellent in communication skills with considerable exposure in client facing rolestrong knowledge of cloud related tools on automation and optimizations,['heirloommainframe emulatormainframe migrationmainframemicrofocusclaritycloud architect']
Cloud Jobs,job title solution architect microsoft tech azurejob location chennaiteam delivery teamqualification graduate post graduateexperience 10 years job description solution architect configure and management of the various cloud services working on escalatedproduction issues problem tickets providing solutions guide support team for troubleshooting take ownership of customer issues reported and see problems through to resolution research diagnose troubleshoot and identify solutions to resolve customer issues should be knowledgeable in server administration windowslinux mandatory job requirements microsoft related software architecture infrastructure knowledge in azure excellent oral and written communication skills customer interaction experience intermediate windows strong networking knowledge lanwan ip addressing subnetting https ftp smtp vpn experience working on scripting languages exposure to automation experience working on ticketing system familiar with itil processes should be flexible to work in rotational shiftsmust have skill minimum two should be knowledgeable in server administration windows andor linux strong sqlwindows administration experience preferrably with certification strong database administration experience preferrably with certification web server configuration fine tuning and management azure cloud certifications professionalspeciality level strong experience working on cloud computing guiding juniors to perform their role effectively good to have skills handling enterprise customersfor immediate response please respond to confidential information p r a s h a n t h at c l o u d k i n e t i c s c o m,['solution architectazureawscloud']
Cloud Jobs,openings for hcm technical consultant bangalore salary upto 14 lacs job description required 2 year experience in cloud fusionexpertise req in modulesabsence management fast formulasreports extension core hrtime labourparoll otl etcrequired candidate profile req 4 to 16 yr exp out of which 2 yr exp in fusion with fast formulasmin 1 cloudfusion full life cycle implementationgood verbal and written comms skillsfor more info himanshu 8700137364confidential information,['hcm technicalfusion hcm techno functionalcloud hcm technicalfast formulaoracle cloud architectoracle cloud technical consultantcloud hcm technical consultanthcm extractcloud hcm technical leadotlcore hr']
Cloud Jobs,hiring for oracle cloud hcm functional consultant job description hiring for oracle cloud hcm functional consultantreq 2 yr exp in cloud fusionexpertise req in modulesparoll otlbenefits fastformulascore hrtime labour absence managementperformance goal managementrequired candidate profile req 4 to 16 yr exp out of which 2 yr exp in cloud fusionatleast 1 cloudfusion full life cycle implementationgood verbal and written comms skillsfor more info himanshu 8700137364confidential information,['fusion hcm functionalcloud hcm functionalloracle cloud functional consultantcloud hcm functional consultanthcm extractcloud hcm functional leadotlcore hrabsence managementparollbenefitstime labour']
Cloud Jobs,key expectations from the role should be willing to work handson maintain platform for security monitoring implementation of incident response processesmandatory skills implementation experience in security control tools like web application firewall waf nextgen firewall on cloud implementation experience for security information and event management siem tools etc on cloud handson experience in listing and including critical business systems into the scope of security monitoringnice to have skills knowledge of any one of owasp top 10 or cis sans top 25 or wasc security standards would be added advantage knowledge of common web application attack vectors such as sql injection csrf xss session management issues insecure direct object reference click jacking buffer overflows etc thick client security testing using manual method and automated tools would be added advantage knowledge of dynamic application security testing dast using appropriate tools,['implementationsupportcloudnetwork security']
Cloud Jobs,candidates having exp into fusion only applyimmediate joiners2 months30 days np can applymin 2 implementation in fusioncall lipika8766285530 9999333648confidential information,['erp fusion consultanthcm fusion consultantfinance cloud consultanthcm tech consultantcloud consultantoracle fusion finance consultanthcm cloud consultantfusion consultantfusionhcm fusion technicalerp functional consultantcloud']
Cloud Jobs,job title cloud engineer level 2 supportjob location hyderabadteam network operations centrequalification graduate post graduateexperience 3 7 yearsjob description member of 24x7 cloud network operations centre working on escalatedproduction issues and providing solution adhering to the sla guide l1 engineers work alongside for troubleshooting take ownership of customer issues reported and see problems through to resolution research diagnose troubleshoot and identify solutions to resolve customer issues should be knowledgeable in server administration windowslinux mandatory job requirements excellent oral and written communication skills intermediate windows linux customer interaction experience strong networking knowledge lanwan ip addressing subnetting https ftp smtp vpn experience working on scripting languages exposure to automation experience working on ticketing system familiar with itil processes should be flexible to work in rotational shiftsmust have skill minimum two should be knowledgeable in server administration windows andor linux strong knowledge in database administration preferably with certification strong knowledge in web server configuration fine tuning and management aws cloud certifications professional level experience working on cloud computinggood to have skills handle large customers,['cloud engineerawswindows administrationlinux administrationnetworkingstoragelanwan']
Cloud Jobs,opportunity within a fastgrowing companywork alongside learn from best in class talentbe a part of a vibrant work environmentour client is a software product company with a mission to solve problems and make an impact on society used by large enterprises they offer voice solutions over a cloud telephony platform that is secure and scalable allowing businesses to drive customer acquisition enhance service provisioning and to better manage user interactionsthe job you will be responsible for designing maintaining and supporting the cloud infrastructuremonitoring system performance and ensuring reliability and availabilityrecommending infrastructure solutions to meet business requirement in compliance with it policy procedureproviding level 2 support and troubleshooting as and when requiredanalysing monitoring configuring and maintaining existing systems and identify room for improvementsensuring overall system and server uptime availability reliability and securityliaising with 3rd party vendors it providers etc for specific requirementstroubleshooting systemserver issues or outagesconfiguration installation maintenance and lifecycles planning of various network devices and services routers switches firewalls load balancers vpn etcthe profileyou possess a degreediploma in computer science engineering or related fieldyou have at least 2 years experience within a network systems engineer or system administrator roleyou have managed linux redhat ubuntu etc servers and have experience in performance tuning and diagnosticsyou possess strong knowledge of perl php python and shellexpertise in cloud computing data centre monitoring tools zabbix statsd nagios etc network security assessment patch management reliability routing switching and voip would be highly valuableyou pay strong attention to detail and deliver work that is of a high standardyou are a selfstarter and demonstrate a high level of resilienceyou are a strong team player who can manage multiple stakeholdersref 91017861,['redhat linuxubuntunetworkingsystem administratorperlpatch managementsystem engineeringpython']
Cloud Jobs,higreetingswe are looking for qa analyst salesforce for our client based out in hyderabadposition quality assurance analyst with salesforce experiencelocation hyderabadfull timeimmediate joiningnumber of positions 3experience level l3 l4 l5minimum level wise experience as followsl3 35 years of experiencel4 42 years of experiencel5 55 years of experienceprimary functional testing salesforce sales cloud marketing cloud api testing sfdisecondary selenium using java cucumber testing jenkins maven solenoidkey responsibilities sound knowledge on native forcecom features across all clouds including those relevant to building applications ground up on forcecom experience in performing handson application configuration activities in salesforcecom drafts and revises moderately complex testing documentation including conditions and scripts executes moderately complex tests according to established plans and scripts documents problems in an issue log and retests software corrections to ensure problems are resolved creates test data files with valid and invalid records to thoroughly test program logic and verify system flow identifies recommends and implements changes to enhance the effectiveness of quality assurance strategies assists in planning and scheduling testingeducation and required experience 35 years experience as a quality assurance analyst experience with test automatization tools like provar or selenium experience in validating integrated components between salesforce systems and other applications will be an added advantage able to prioritize tasks and manage time across multiple projects to achieve on time deadlines strong ability to communicate and collaborate with software engineers and other qa members solid understanding of the agile scrum software development qa and release processes proven experience in writing clear and comprehensive test plans test cases test scripts and reports experience creating and running tests throughout the development life cycle unit functional regression experience with continuous integration and deployments ability to design automated monitoring test suites for continuous functional testing familiarity with jira trello experience in data validationrequired detailsfull namephoneemail idcurrent locationnotice periodavailability for the interviewcurrent ctcexpected ctcif interested please share your updated resume along with the above required details to ramratkairostechdotcom or call me at 9963557755,['salesforce sales cloudsolenoidfunctional testingmarketing cloudapi testingsfdcseleniumjavacucumbertestingjenkinsmaven']
Git Jobs,duties and responsibilities we are looking for an experienced salesforce senior developer for salesforce custom applications development with handson experience with apex classes rest apis triggers vf lightning components batch apex and schedulerthe candidate will be responsible for designing and developing highvolume lowlatency missioncritical global systems and software applications hisher specific duties will include build mission critical web services and software applications participate and help drive phases of the software development lifecycle write well designed testable efficient reusable code prepare and produce software builds and release management and investigate and present technology solutions and contribute to software architectural improvements responsible for project execution throughout the lifecycle of the projects including analysis requirements definition design build test conversion deployment for operations delivery functionalityrequired skills 3 years of development experience on the salesforce platform must have prior experience full life cycle sfdc implementations and communities experience in using efficient methodologies such as agile extreme programming or test driven development and continuous deployment tools such as git or jenkins understanding of objectoriented concepts abstractioninheritance as well as experience with objectoriented languages,['salesforcelightninggit']
Git Jobs,position 10location ahmedabadexperience 6 months 2 yearstechnology reactnative reactjs developerstechnical skillsredux redux form reduxsagareactrouter for webreactnative hooksreact navigation for react nativeeslintstoryboard for ioscustom component developmentgood experience with javascript es6experience working with restful apisexperience with git bitbucket github branching in git pull requests etcother skillsgood spoken englishexcellent written englishexcellent troubleshooting and problem solving skillsjob description must have experience into wordpress andor woocommercefamiliar with javascript jquery css bootstrapgood communication skillsshould be able to work with team and achieve deadlinesoffice address techseria pvt ltdg1209 titanium city centernr sachin tower 100 feet shyamal roadsatellite ahmedabad 380015,['react nativereactjs']
Git Jobs,notice period immediate to 15 days only230 pm 1130 pm should be flexible working in rotational shiftspositions 10docker kubernetes ecs open shift appdynamics elk devops rlm cicd bitbucket git sonar jfrog jenkins groovy shell,['ecsopen shiftrlmshelldockerkubernetesappdynamicselkdevopscicdbitbucketgitsonarjfrogjenkinsgroovy']
Git Jobs,key skills strong knowledge of symfony 2 framework or moodle development experience apis development mvc php 7 oop mysql gitmain duties and responsibilities contributing to the planning delivery and maintenance of software platforms used across multiple products and organizational departments work as a part of an agile team build and maintain php based code base deal with daytoday software maintenance and support activitiesessential criteria knowledge of oo php and mvc knowledge of mysqlsql knowledge of html css jquery experience working with version control git and git branching workflow jsonxml strong knowledge of developing and utilising apis strong knowledge of at least one of the php framework symfony or zend preferable great attention to detail good problemsolving skills knowledge of lamp stack experience working with macos and linux strong teamwork and communication skills excellent problemsolving skills ability to multitask desire to learn new skills and the initiative to research unknown issues quick to learn you will be required to understand and support bespoke applications ability to interpret and resolve technical computing issues proficient in englishdesirable criteria knowledge of symfony framework experience in developing elearning platforms such a moodle,['php developerphpsymfonymoodledevelopmentmoodlephp 7jsonxmlgit']
Git Jobs,key skills proficiency in java jee jpahibernate spring suite jboss sql maven gitwebservices rest microservices docker good verbal written and presentation skills writing extensive unit tests using automated tdd tasks creating configuration build and test scripts for continuous integration environments functions as an effective member of a team by modelling teamwork and team effectiveness ability to learn new skills and technologies creating selfcontained reusable and testable modules and components understands the implication work assignments have on one portion of a project working experience in agile developmentscrum methodology excellent communication skills both verbal and written proven ability to work in a dynamic fastpaced team environment designs and codes software components units and modules that meet product specificationand development schedules tests and debugs assigned components and units participates in large system andsubsystem planning adheres to product build and release schedules and strategies and acts as a technicalresource for lowerlevel developers working with the technical lead and release services to migrate code and data toproductionand pre production environments and working with them to execute release activities,['jpahibernatespring suitejavajeejbosssqlmavengit']
Git Jobs,domain basis the expertise evaluate the impact of technology on existing technology and systems to design systems and assess the effectiveness of technology resources already in use or new systems that are being implemented determine the practicality of changes and modification of systems oversee the optimization validation and approval of technology application to customer products fully understand all relevant customer technical requirements processes procedures limitations and constraints as well as techm technology resources capabilities limitations and constraints work with the project team to identify and harness technical resources and capabilities required to deliver production and quality metrics as defined by customer,['angular 6nodejsjavajenkinskubernets']
Git Jobs,roles responsibilities1 web developer responsibilities include building our website fromconcept all the way to completion from the bottom up designeverything from the home page to site layout and function usingreact js2 strong problem solving and decision making skills3 understanding of all major browsers and the special considerations required for various quirks4 a commitment to code quality every engineer on our team givesand receives feedback on pull requests and writes unit tests andwe have regular team syncs to discuss the state of ourarchitecture patterns and processes and what we can improve5 development of user interface using react js6 development of reusable components and frontend libraries7 development of designs and wireframes into user interface8 optimizing components for maximum performance across a vast array of webcapable devices and browsersqualification1 ability to understand business requirements and translate theminto technical requirements2 a knack for benchmarking and optimization3 btechbe in computers4 gp 6,['testingdebuggingjavascripthtmlcssgit']
Git Jobs,net and net coreangular 40 and abovesql server 2018 strong in writing stored procedures and sql rabbit mqgit bitbucketjenkinsapplication development using cnet and aspnet mvc rest or other serviceoriented architectures using web apis solid foundation in the entity framework css html javascript jquery message queue technologies,['net developernet core angular 40 and above sql server 2018 strong in writing stored procedures and sql rabbit mq git bitbucket jenkins']
Git Jobs,must have java spring spring boot rest api docker jenkins aws cloud githubgit kubernetes good to have postgresql nosql mongodb or dynamodb terraform at least 7 years of experience in java ee for backend service development at least 2 year of experience in developing services on kubernetes microservices and docker containerization at least 5 year of experience in developing restful apis using either spring spring boot or jersey at least 2 years experience in one of the following build and cicd technologies github maven jenkins nexus or sonar docker terraform advanced skills in developing platform independent object oriented and client server applications understanding of sql and elasticsearch strong ability to manage competing priorities and communication to multiple stakeholders has a great deal of ownership and responsibility skills at least 2 year of experience in one of the following mssql oracle postgresql nosql mongodb or dynamodb working experience and good understanding of public cloud environments aws azure andor google cloud,['java professional']
Git Jobs,job descriptionwhat you will do manage and automate endtoenduiapi regression and performance testswork with developers to provide additional research and debugging and resolving issuesperform manual testingupdate test process documentation communicate to stakeholdersdemonstrated experience in automating tests with using js java python or other languagesolid understanding of different element locator strategies and ability to write custom xpath csspathdesign implement and maintain crossplatform test automation scriptsskills and experience you will need overall 46 years experience34 years with selenium hp uftjmeter34 years with hp alm jira git and svn toolset ci platforms34 years with rdbms sql serveroracleanalyze and understand user requirementssetting up test environments designing test plans developing and executing test casesscenariosuse casesworking proficiency of atleast one programming language interested to learn and work on nodejsdesign implement and maintain crossplatform test automation scriptsmanage testing for releasesparticipate in full test development life cycle including requirements analysisdesign creating and executing tests using xray etcwork with developers to provide additional research and debugging of issues when more information is needed to resolve problemsexpereince in financial domain preferredsolid understanding of following technologies http rest apis json rdbms html css xmlyamlexperience with git jira ci platformsdb testing and webservices testing database query writing skillswho we are galaxesolutionscelebrating 30 years of excellence galaxe has pioneered the use of automation to achieve enterprise business transformation and missioncritical change for some of the largest companies in the worldwe are always looking for passionate entrepreneurialminded innovators and disrupters gamechangers that take ownership in the work they produce and bring it each and every day working with likeminded team members you will get a chance to discover develop and use cuttingedge technologies to transform the way we deliver creative business solutionssound like you join us and find out for yourself what it means for you and your career to be part of the galaxe team lets build something together wearegalaxe coolautomationequal opportunity employerveteransdisabled,['svn toolsetci platformsqa engineerautomationseleniumhp uftjmeterhp almjiragitrdbmssql serveroraclehttprest apisjsonrdbmshtmlcssxml']
Git Jobs,experience 9 years of hands on product development experiencemandatory skills javascript go reactjs nodejs git html css java experience in following agile development practicesjob location punerole overview finds the bestsuitable technical solution among all possible to solve the business problem creates high level design on problems assigned in a time bound way performs poc to confirm technical feasibility of the solution reviews the low level design created by the teams and provides inputssuggestions wherever required helps team in improving application performance helps team in resolving critical issues at customer end identifies understand and accurately articulates the problem clearly understands problem complexity sets realistic estimation of what it means to solve the problem at hand seeks appropriate time and effort to investigate further to come back with details of the problem solves the root causes and not temporary fix breaks down the problem into a smaller subset of problems applies computer science fundamentals to solve the problemyour direct responsibilities will include you will work in a team of highly passionate engineers that is nerdy about building a great product you have good analytical and problem solving skills you will drive and define the technical architecture of the product you will develop highlevel technical specifications and design of the platform you will define technical product roadmap to continuously enhance the platform you will communicate successfully all concepts and technical guidelines to development team you will promote and ensure use of appropriate techniques methodologies and tools you will bring in best of the class architectural practices in the platform,['goexperience in following agile development practicesjavascriptreactjsnodejsgithtmlcssjava']
Git Jobs,be part of a crossfunctional team thats responsible for the full software development life cycleopportunity to join a fintech firm building the countrys tomorrowa team of serial entrepreneurs who came together to build the next generation marketplace for financial products focussed majorly towards the semiurban india our client is hiring talented enthusiastic individuals who want to make a difference to the way people consume financial services in the countrythe job you will be responsible forbuilding reusable codes and libraries for future usecontributing to the devops functionowning and building new modulesfeatures endtoend independentlycollaborating with other team members and stakeholders to drive resultsworking in an agile environment to rapidly build high quality and robust featuresproactively discovering evaluating and implementing new technologies to improve development efficiencythe profileyou have at least 4 years experience working with nodejs and related frameworks and have handson experience with angular react vue frontend frameworksprior experience with modern js toolchains such as webpack grunt bower and yeoman is an added advantagehandson experience with aws devops as well as git spa pwa docker is a big plusyou possess good understanding of sql nosql databasesyou understand the nature of asynchronous programming and its quirks and workaroundsyou are an open source and devops enthusiastyou are comfortable with test driven developmentyou can adapt to changes easily and have a cando attitudeyou are excellent at identifying gaps and providing solutionsref 36329320,['javascriptboweryeomannodejsgitawsdevops']
Git Jobs,title senior backend engineerlocation bangalore india cameo global is a global information technology firm providing managed services managed projects managed mobility services software development and field technical services cameo global provides the full lifecycle of it services consulting hardware and software procurement logistics management installation and configuration operations and sustaining support services cameo global provides one of the largest complement of certified engineers and technicians available anywhere cameo global currently operates in the united states south america europe and the asia pacific region customer success at cameo global is also based on employee success cameo global employees receive excellent compensation bestinclass medical dental and vision benefits 401k flexible time off programs training career advancement and life insurancekey responsibilities be part of an agile team to develop scalable highly available core platform services participate and contribute to requirements analysis and architecture collaborate with product managers architects engineering leaders and test engineers understand performance and scalability principles and apply when developing software document and communicate clearly architecture and implementation solutions troubleshoot and support current platform in productionkey skills 5 years of industry experience in backend development using python based frameworks like django strong computer science fundamentals in design data structures algorithms problem solving complexity analysis and object oriented design experience in designing and implementing restful interfaces experience in applying design patterns and separating concerns in a distributed system experience in designing and implementing microservices applications strong understanding of eventdriven systems experience working with sql and nosql databases and caches experience with public cloud providers aws is preferred experience working within an agilescrum team ability to learn new technologies quickly and provide mentorship comfortable with code versioning tools such as git positive selfmotivated and enthusiastic attitude with a strong sense of ownership strong communication skills both verbal and written,['senior backend engineerdjangorestfulsqlnosqlawsagilescrumgitpythongit']
Git Jobs,role name senior developer jeedesign build and maintain efficient reusable and reliable java codefamiliar with various design and architectural patternsskill for writing reusable java librariesstrong in core java and java 8 programmingstrong in object oriented programmingstrong in collections generics io threads and functional programminggood working knowledge in spring framework and its associated modules like aop data mvc controllers restcontrollers property configuration spring securityable to write rest api end point using spring mvc frameworkable to develop jsp with jstl or thyemleaf based ui development able to integrate with standard layout engine in the view layerable to work both in spring boot and spring vanilla flavorsgood working knowledge in orm frameworks like hibernatejpa with in depth skills in criteria query projections apis jpa repo entity mapping association inheritance 2 way cache etcable to write efficient programming in java and could able to understand fix code quality issues proactivelyable to write unit test cases using junit and mockitoable to apply jee design patterns standard design practicesable to write efficient sql queries using joins and sub joins views aggregate functions group by inner queries stored procedures etchave worked with git scm or similar tools working experience in agile environmentsgreat interpersonal and communication skills documentation skillsprimary technology skillset javacore java java 8java frameworksspring boot xml based approachspring mvc mvc controller restcontroller validatorspring configurationspring data jpa w hibernatemaven gradlejunit mockitospring securitydevelopment environmentapp debuggingcli commandsapp configurationgit clientsonarlint sonarqubesecondary technologyskillset working knowledge on linux environmentsunderstanding on devops and commentstool set associated it with ex gitlab ansiblejekinsdockerk8nagios etcdeployment skillsknowledge on docker k8,['javaspringhibernatecore javaspring bootxmlspring datamavengradlejunitmockito']
Azure Jobs,azure cloud architect will collaborate with account teams to scope requirements design and architect solutions and act as the local lead for delivery of cloud projects leveraging global regional and local delivery resources acting as subject matter expert for azure you will be the project lead interface and support the sales and delivery teams in discovering opportunities gathering customer requirements performing cloud assessments architecture and designing technical solutionsrole responsibilities presales support for sales teams involving positioning of cloud solutions presales qualification and opportunity identification design and present customer and partnerspecific solutions and services lead qa project delivery and cloud assessments ensuring that customer satisfaction is maintained project milestones are met and communication between delivery and customer and partner is maintained assess and develop cloud economics and migration plans tailored to customer requirements identify cloud key drivers at our customers to accelerate our business and market share by demonstrating crayons technical expertise liaison with strategic partnersmust have 7 years of it experience in consultancy or inhouse role 5 years of hands on experience working with azure including azure resource experience with developing migration plans statement of work or project deliverables knowledge or experience with multiple migration andor assessment tools as well as end to end delivery of cloudbased solutions working knowledge of iaas or paas as well as infrastructure as code mcsa or mcse certifications cloudrelated certifications andor competencies including but not limited to implementing and managing microsoft cloud mcp mtcs mcse cloud platform and productivity azure windows server ad virtualization system architecture and exchange server willingness to travel excellent communication skillslocation delhi,['cloud engineercloud consultantazurecloud computingcloud servicespaascloud consultingmicrosoft azurecloud architect']
Azure Jobs,hihope you are doing goodi have found your profile and wanted to send a quick note on your way please take a look at the below job description and let me know your availability for this needif interested please reply with updated resume contact detailsposition azure data developerwork location noidaexperience 4 years in it min 2 years in azure big datarole responsibilitythe person will work as azure data developer he she must have strong in sql query and sql database will support daily data processing troubleshooting and documentationskill should have good knowledge in azure cloud environment should have good knowledge of bi dw applications in ms azure cloud platform should work on azure data factory azure sql and azure logic app should have knowledge of databricks and python should have knowledge of power bi and able to support production should work on azure storage services such as blob data lake table storage and cosmos db good knowledge of database modeling and database performance tuning awareness of multiple iaas and paas offerings of leading public cloud providers have good communication team player and problemsolving skill knowledge of devops best practices approach and have worked in devops and agile methodologiesbased projectsregardsamit jhainsigma inc c 5645 fourth floor priska tower sector 62 noidaup 201301 indiaphone no 7297840917email id confidential informationwebsite httpwwwinsigmainccom and httpebestiotcom,['azuredatabasesql']
Azure Jobs,azure cloud architect will collaborate with account teams to scope requirements design and architect solutions and act as the local lead for delivery of cloud projects leveraging global regional and local delivery resources acting as subject matter expert for azure you will be the project lead interface and support the sales and delivery teams in discovering opportunities gathering customer requirements performing cloud assessments architecture and designing technical solutionsrole responsibilities presales support for sales teams involving positioning of cloud solutions presales qualification and opportunity identification design and present customer and partnerspecific solutions and services lead qa project delivery and cloud assessments ensuring that customer satisfaction is maintained project milestones are met and communication between delivery and customer and partner is maintained assess and develop cloud economics and migration plans tailored to customer requirements identify cloud key drivers at our customers to accelerate our business and market share by demonstrating crayons technical expertise liaison with strategic partnersmust have 7 years of it experience in consultancy or inhouse role 5 years of hands on experience working with azure including azure resource experience with developing migration plans statement of work or project deliverables knowledge or experience with multiple migration andor assessment tools as well as end to end delivery of cloudbased solutions working knowledge of iaas or paas as well as infrastructure as code mcsa or mcse certifications cloudrelated certifications andor competencies including but not limited to implementing and managing microsoft cloud mcp mtcs mcse cloud platform and productivity azure windows server ad virtualization system architecture and exchange server willingness to travel excellent communication skills,['cloud engineercloud consultantcloudbasedazurecloud computingcloud servicespaascloud consultingcloud securityprivate cloudcloud storage']
Azure Jobs,azure devopsexperience with live site monitoring and operating in devops environmentgood understanding of git tfscicdazureexperience in iot hub event hub azure functions service bus queue topics cosmos db azure datalake etcsql server knowledge of ddl amp dml entity frameworkgood to have experience in cnet aspnet mvc and microsoft windows azure c extensive experience with net framework c aspnet mvcknowledge of api design standards patterns best practices and design patterns,['azuredevopdevopsmicrosoft windows azuregittfsnet framework']
Azure Jobs,required skillsazure azure devops powershell windows admin sql server powerbi and c development below is complete jd for this role1strong knowledge of azure cloud service models iaas paas saas azure virtual networks azure active directory including provisioning troubleshooting and monitoring2strong confident knowledge of the windows server operating system and internet information services iis3strong knowledge of installation configuration upgrade and provisioning tasks using powershell or other common scripting languages4strong knowledge of devops concepts tools and architectures5strong knowledge of software development processes within an agilescrum framework6ability to research and evaluate new and existing tools and technologies and effectively communicate engineering decisions to stakeholders7strong interpersonal communication skills and team player8strong knowledge of supporting build and release processes and tools vsts with git strongly preferred9strong knowledge of application monitoring alerting and automated remediation,['azure devopsazurepowershellcpowerbisql server']
